id,Question,Answer
2223,What types of energy services can reliable and affordable access to electricity provide?,"Reliable and affordable access to electricity can provide fundamental energy services such as lighting, charging cell phones or laptops, using of domestic appliances, cooling, or powering necessary at-home medical equipment."
2224,What resulted from the follow-up interviews in Puerto Rico?,"The follow-up interviews in Puerto Rico gave insight into households' perceptions on how a lack of electricity was impacting their livelihoods, and also how the solar kits changed these perceptions."
2225,What quality of life indicators were assessed in Guatemala?,"In Guatemala, households ranked their satisfaction with leisure, education, healthcare, housework, occupation, and sustainable access to food and water."
2226,What percentage of households in Guatemala had access to electricity prior to non-profit efforts?,Thirteen percent of interviewed households in Guatemala had access to electricity in their home (via generators) prior to non-profit efforts.
2227,What appliances were both communities in need of powering?,Both communities demonstrated the need to power similar everyday household appliances and devices.
2228,What percentage of households owned at least one cell phone?,About 81% of households owned at least one cell phone.
2229,How did most of them charge their devices?,"Most owners (68%) charged their devices by borrowing electricity from neighbours and family, needing to travel to do so."
2230,What appliances were owned by the interviewed Guatemalan households?,"The appliances owned by the interviewed Guatemalan households included television, radio, and cooking appliances."
2232,What type of appliances can the Solar Kit power?,"The solar kit can power several small appliances at a time such as a cell phone, radio or light which requires 5-12 WH/day and one medium appliance at a time such as a small TV or blender which requires 55-125 WH/day."
2234,What type of data did the study in Guatemala find in regard to solar panel usage?,"The study in Guatemala found that all 3 households used the panels for lighting for housework, and 2 used them for TV, radio, and cell phone charging."
2235,What were the highest reported energy needs in Puerto Rico prior to the hurricane?,The highest reported energy needs in Puerto Rico prior to the hurricane were for powering at-home medical devices (72%) and refrigerating medicine (60%).
2238,What is the total cost of the single solar kit used in Guatemala?,The total cost of the single solar kit used in Guatemala is $550.3.
2239,What percentage of the surveyed household's average annual income is the solar kit?,The solar kit is 27% of the surveyed household's average annual income.
2240,What is the estimated upfront cost of a 1 kW generator?,"The estimated upfront cost of a 1 kW generator ranges from $300 to $1,500 USD."
2241,What is the mean cost of fuel per week for generators?,"The mean cost of fuel per week for generators is $66.73 ($3,470/year)."
2242,How does access to electricity help with health and healthcare?,"Access to electricity can provide many benefits related to health and healthcare, such as increased productivity, more time for schoolwork and jobs, increased schoolwork leading to better education attrition and outcomes, exchanging the time spent on unpaid labour for more economically 'productive' labour leading to higher household earnings, and increased economic earnings helping to elevate economic poverty."
2244,What health effects can fume from kerosene lamps cause?,Fumes from kerosene lamps cause air pollution within the household and have been reported to lead to about 4 million deaths each year. Inhalation of smoke and particulate from kerosene lamps is especially harmful for people with asthma.
2245,How does household air pollution disproportionately affect children?,"Exposure to household air pollution is responsible for 45% of all pneumonia deaths for children under 5 years old, compared to 28% for adults."
2246,What medical conditions affected the residents of Puerto Rico after Hurricane Maria?,"The residents of Puerto Rico after Hurricane Maria reported bedridden, asthma, diabetes, sleep apnoea, cancer, and liver transplant as medical conditions."
2247,What were the top topics reported by households that experienced a decline in quality of life due to a lack of electricity?,"Households reported an increase in frequency of travelling to purchase food, higher food waste due to lack of refrigeration, an increase on spending and travel to acquire fuel for generators, an increase in spending or travel for medicine or medical treatments, and an overall worsening of mental health and well-being."
2250,How did lack of electricity impede treatment for medical conditions?,"Lack of electricity directly hindered or prevented treatment for many medical conditions, such as preventing households from refrigerating their medicine, which led to needing to travel to purchase ice, throwing out and repurchasing medicine more frequently, or going without medicine entirely."
2251,How did lack of electricity for medical equipment impact individuals?,"Without power for medical equipment at home, individuals experienced worsening conditions or needed to travel to medical clinics to receive treatments."
2252,What is the range of power loads needed for medical needs in Puerto Rico?,The power loads required for medical needs in Puerto Rico range from 2-776 WH/day.
2253,How many households reported an increase in cost and time for medical concerns after the hurricane?,Ten households reported an increase in cost and time for medical concerns after the hurricane.
2254,How do healthcare improvement efforts for communities focus on access to health information?,"Healthcare improvement efforts focus on providing residents with access to health information through smartphones, TV, and radio. This could lead to more people seeking medical care and better treatment options."
2255,What issues did Puerto Rican households face regarding diet and nutrition?,"Puerto Rican households faced issues with refrigerating fresh meat, fruits, and vegetables, which meant that they needed to purchase fresh food or ice daily or throw out spoiled food. As a result, they began to rely on a diet of canned, non-perishable food, which could have led to higher sodium intake, especially for diabetic individuals."
2256,What are the potential benefits of solar panel usage in Guatemala?,"Solar panels can be used for refrigeration up to 160–776 WH/day, for cooking appliances up to 125 WH/day, and can reduce the number of trips made to source food and minimize food waste."
2257,How has Hurricane Maria impacted the mental well-being of the residents in Guatemala?,"Hurricane Maria resulted in worsening panic attacks, anxiety, stress, and depression in some individuals (N = 7). Initial electrification and electricity reliability have been found to be sometimes correlated with physical and mental health outcomes in low- and middle-income countries."
2260,What was the most important Quality of Life indicator in Guatemala?,"Healthcare was the most important Quality of Life indicator in Guatemala, with a ranking of 2.87."
2261,How do solar kits help to improve safety in the community?,"Solar kits help improve safety or perceptions of safety by providing lighting, reducing the use of diesel fuels, and providing basic energy services."
2262,What percentage of households in Guatemala had access to lighting after dark?,65% of households in Guatemala had access to lighting after dark.
2263,What percentage of participants in Puerto Rico reported using their solar panels for lighting?,40% (N = 10) of the participants in Puerto Rico reported using their solar panels for lighting.
2264,How did the solar lights help the diabetic open-heart surgery resident in Puerto Rico?,The solar lights helped the diabetic open-heart surgery resident in Puerto Rico by allowing them to see better at night and not accidentally hit the walls and bruise themselves. They also improved their perception and feelings of safety.
2265,"What did the study conducted in 2,013 by POWER show?","The study conducted in 2,013 by POWER showed that before the solar light installation, residents in Haiti did not feel safe at night, but after the solar light installation, 91% reported feeling very safe walking around their homes after sunset."
2270,How did our participants rate six different quality of life indicators?,Our participants in Guatemala rated six different quality of life (QOL) indicators at 3.96 out of 5.
2271,How did the panels affect the households with children in Guatemala?,"The panels allowed more time for studying and other school-related activities in the households with children in Guatemala, and they also reported an improvement in their level of satisfaction with education."
2272,How has lighting been shown to enhance learning outcomes?,Lighting has been shown to enhance learning outcomes by increasing study hours through lighting and performance through use of computer technologies.
2273,How can improvements in education contribute to economic mobility?,"Improvements in education have been positively correlated with economic mobility. Developing countries lag behind high-income countries when it comes to intergenerational education enrolment and economic mobility, and this effect can be even more pronounced in the case of post-disaster recovery."
2274,In what ways did Hurricane Maria expose and exacerbate existing educational problems in Puerto Rico?,"Hurricane Maria exposed and greatly exacerbated existing educational problems in Puerto Rico, such as declines in school enrolment, performance, and graduation rates which had already been lagging behind the US for several years prior to the storm."
2275,What initiatives did the SOAP recommend in order to address the educational challenges caused by Hurricane Maria?,"The SOAP recommended improving out-of-school learning opportunities in the event of prolonged school closures, including establishing after-school programs that focus on academic and mental health services and improving online learning resources."
2276,How did Puerto Rico and Guatemala benefit from access to electricity upon the solar kit installations?,"Upon the solar kit installations, both Puerto Rico and Guatemala were able to benefit from access to electricity, thereby reducing energy poverty and improving quality of life."
2277,What are the factors outside addressing energy needs that may influence quality of life in these two communities?,"Other factors that may influence quality of life in Puerto Rican and Guatemalan communities include energy resiliency and security, extreme weather events, and antiquated and ill-maintained electrical power systems."
2278,What challenges are still prevalent regarding Puerto Rico's electric grid?,"Sustained power outages have become more frequent, highlighting the ongoing shortcomings of Puerto Rico's grid infrastructure."
2279,"What type of hurricane caused an island-wide blackout preceding landfall in Sept 17 2,022?","Hurricane Fiona, a category-1 hurricane caused an island-wide blackout preceding landfall in Sept 17 2,022."
2280,How are humanitarian aid organizations being proactive in developing distributed solar energy in Puerto Rico?,Humanitarian aid organizations such as Mercy Corps are being proactive by working with community centres to develop distributed solar energy hubs.
2281,What is the purpose of distributed hubs?,The purpose of distributed hubs is to keep their lights on in the case of grid failure and provide relief to community members who need to refrigerate medicine or charge their cell phones.
2282,What are the benefits of distributed solar energy?,"The benefits of distributed solar energy include that it does not rely on fuel, which can be challenging to secure during times of natural disaster, and reducing the need for expensive and unreliable fuel imports. Additionally, solar energy provides instantaneous energy with no fuel cost."
2283,What alternatives are there to traditional generators for energy sources?,"Alternatives to traditional generators include solar energy, which is more cost-effective, reliable, and sustainable."
2284,How can users increase the efficiency of their energy source after a natural disaster?,"After a natural disaster, users can increase efficiency of their energy source by adapting to energy instabilities through the rapid and facile installation of distributed solar kits and the management of energy consumption."
2285,What are the basic requirements addressed by distributed solar energy for individuals without access to electricity?,"Basic requirements addressed by distributed solar energy for individuals without access to electricity include lighting after dark, the ability to charge cell phones, refrigerating food or medicine, and direct powering of small, convenient, or critical appliances such as televisions or medical devices."
2286,What commonalities did the individuals in both remote or rural regions of Guatemala and Puerto Rico share?,Individuals in both remote or rural regions of Guatemala and Puerto Rico shared the similarity of being projected to be amongst the last individuals to gain access to grid tied electricity.
2287,How did people in Guatemala and Puerto Rico have energy demands without having access to electricity?,"In Guatemala, households had energy demands such as cell phones, small appliances and devices, and lighting needs. In Puerto Rico, households had similar needs with a stronger emphasis on medical necessity, such as refrigerating medicine and powering at-home medical devices."
2294,What are the acknowledgments in the article?,"Authors thanked the communities Purely´a, Separate, La Camera, Santa Maria de Jesus, San Juan Vacated´equal, and San Juan Vacated´equal in Guatemala, and Cayuga in Puerto Rico. Additionally, community partners at Sundari´on MEME, House of Hope, and Via´a Los J´ovens, the Puerto Rico Solar Health Study Group, the Clean Energy Group, the Clean Energy Institute at the University of Washington, and members of the student organization, Global Renewables Infrastructure Development (GRID) were thanked for making the work possible."
2296,What are the causes of Puerto Rico's declining population?,"The causes of Puerto Rico's declining population include, but are not limited to, a lack of economic opportunities, increasing costs of living, and outmigration."
2298,Who conducted the research on how energy poverty affects economic development in South Asian countries?,"The research was conducted by Amino, Liu, You, Claudio, Ra sool, Duo and Daman."
2299,What journal published the research?,The research was published in the Environmental Science and Pollution Research journal.
2300,What is the name of the publication in which the research on decentralized electrification and development was published?,The research was published in Field Actions Science Reports (FACTS).
2302,What is the main focus of the Energy Sector Management Assistance Program technical report?,The main focus of the Energy Sector Management Assistance Program technical report is to redefine energy access.
2303,What is the publication date of the technical report?,"The publication date of the Energy Sector Management Assistance Program technical report is 2,015."
2305,How many people in Puerto Rico do not have access to electricity?,"According to the CIA's The World Factbook, 11.4% of the population in Puerto Rico do not have access to electricity."
2306,What has been the impact of Hurricane Maria on Puerto Rico?,"The American Journal of Public Health reported in 2,019 that Hurricane Maria may have caused excess deaths in Puerto Rico."
2307,In what period does the WBG report cover economic mobility in developing countries?,The WBG report covers economic mobility in developing countries for the last 30 years.
2308,What is the main source of information reported by The World Bank?,The main source of information reported in The World Bank is Electricity Consumption and Development Indicators.
2309,Which institute conducted the National Survey in Guatemala?,The National Survey in Guatemala was conducted by the Guatemala Institute Nacional de Estadística.
2310,What are the Sustainable Development Goals established by the United Nations?,"The Sustainable Development Goals established by the United Nations are to ensure prosperity for all people and planet. This includes ending poverty and hunger, advancing quality education, achieving gender equality and providing access to clean water and sanitation."
2311,What topics did the Global Assessment on Energy discuss?,"The Global Energy Assessment discussed topics such as energy, poverty, and development."
2312,What is the purpose of PV-battery systems?,PV-battery systems are used during emergencies to provide critical loads that are necessary for the functioning of the system.
2313,What did the New England Journal of Medicine study about Puerto Rico after Hurricane Maria?,The New England Journal of Medicine studied mortality in Puerto Rico after Hurricane Maria.
2315,"What was the focus of the 2,015 IEEE Global Humanitarian Technology Conference?","The focus of the 2,015 IEEE Global Humanitarian Technology Conference was on developing solutions to global challenges."
2316,What is the purpose of the IEEE Conference?,The purpose of the IEEE Conference is to bring together experts from various disciplines to work together to create better solutions for global problems.
2318,What is the link between energy poverty and productivity?,"Research from 45 developing countries has found that there is a ""vicious cycle"" between energy poverty and productivity, as energy poverty has a negative impact on productivity and vice versa."
2322,What kind of destruction did Hurricane Fiona inflict?,"Hurricane Fiona inflicted considerable destruction on the Caribbean, particularly in Puerto Rico."
2323,What measures are used to measure the quality of life in Puerto Rico?,Measures used to measure the quality of life in Puerto Rico include the Quality of Life Indicators and the Gerrans Powers Quality of Life Index.
2324,What is the official death toll in Puerto Rico according to The New York Times?,The official death toll in Puerto Rico is 64 according to The New York Times.
2325,"According to ROM´an et al. (2,019), what form of assessment was used to determine the electricity restoration efforts in Puerto Rico after Hurricane Maria?","ROM´an et al. (2,019) used satellite-based assessment to determine the electricity restoration efforts in Puerto Rico after Hurricane Maria."
2326,"What is the estimated excess mortality from Hurricane María in Puerto Rico reported by Santos-Burgoa et al. (2,018)?",The estimated excess mortality from Hurricane Variances gap between rural and urban Americans. Pew Research Center.
2331,What is Mercy Corps?,"Mercy Corps is an international organization that works to alleviate poverty, support economic development and respond to humanitarian crises and disasters."
2332,What is the purpose of the Mercy Corps blog?,The purpose of the Mercy Corps blog is to provide quick facts about Hurricane Maria in Puerto Rico.
2334,What is energy poverty?,"Energy poverty is the lack of access to a reliable electric grid due to economic disadvantage, environmental or geographical challenges, or political unrest or lack of governance over energy resources."
2336,What is the size range of the small-scale solar kits installed in non-electrified Guatemala and post-Hurricane Maria Puerto Rico?,The small-scale solar kits range from 100 to 400 W.
2337,What basic devices did the small-scale solar kits enable the households to use?,"The small-scale solar kits enabled the households to use basic devices such as in-home medical equipment, lighting, phone-charging, and other small devices of interest to the families."
2338,"What percentage of the world's population lacked access to energy in 2,018?","11.2% of the world's population lacked access to energy in 2,018."
2339,Where is a majority of this population located?,A majority of this population is located in rural or remote regions.
2342,What factors directly and indirectly influence the Quality of Life Index (CLI)?,"Factors that directly and indirectly influence the Quality of Life Index (CLI) include the Human Development Index (HDI), Electricity Consumption and Development Indicators, Quality of Life Index (CLI) and the Organization for Economic Co-operation and Development (OECD) Better Life Index (Better Life Index)."
2344,What are the advantages of solar kits?,"Solar kits have the advantages of being lightweight and easy to transport to remote regions, low cost, and requiring minimal maintenance due to having no moving parts."
2345,What is the energy infrastructure of Guatemala like?,"The energy infrastructure of Guatemala is reliant on fossil fuels (41 %), hydroelectric power (31 %), and renewable energy (28 %)."
2346,What are some benefits associated with supplying additional lighting and cell phone charging options?,"Supplying additional lighting and cell phone charging options is expected to reduce the economic burden of paying for alternative lighting fuels and phone charging stations, reduce safety risks associated with flammable fuel sources and unsafe phone charging practices, and increase the duration and brightness of light throughout all hours of the day. It can also increase connectivity, information-sharing, and economic agency through cellular communication and online banking."
2348,What made Puerto Rico especially vulnerable to Hurricanes Irma and Maria?,"Puerto Rico was especially vulnerable to Hurricanes Irma and Maria due to lack of distributed generation and micro-grids, history of frequent blackouts, inadequate maintenance, and a shrinking workforce."
2349,How many lives were lost in the five months following the storm?,"Retrospective statistical modelling estimates that 2,975 lives were lost in the five months following the storm."
2350,What percentage of households in Puerto Rico reported disrupted medical services?,31% of households in Puerto Rico reported disrupted medical services.
2351,How can solar kit installations help Puerto Rico households?,"Solar kit installations can increase a user's energy adaptability, temporarily providing energy interruptions and for future energy instabilities. They can also address immediate needs for both initial electrification and disaster resilience sustainably."
2358,What is the Global Horizontal Irradiation (GHI)?,"The Global Horizontal Irradiation (GHI) is the total direct and diffuse light that reaches the Earth's surface, in units of kWh/m2/day."
2359,What is the photovoltaic energy potential?,The photovoltaic energy potential refers to how much energy (kWh) is produced for every kilowatt power output of a system operating under peak performance (chip).
2360,What are the ranges of the solar resource rating for each region in this study?,The ranges of the solar resource rating for each region in this study vary between 3.2 and 5.2 kWh/ chip.
2361,What solar capacity do the research kits used exceed?,The research kits used exceed the estimated solar capacity of 450 WH/day - 1.8 kWh/day for panels with areas that exceed 1 m2.
2362,What materials were used to affix the panel to the roof?,The panel was affixed to the roof using metal z-brackets.
2363,Were any additional materials used to prevent leaking at drill sites?,"Yes, rubber gaskets were also installed at drill sites to prevent leaking."
2364,What was the typical system installation of the photovoltaic battery system consisted of?,"The typical system consisted of an inverter, a maximum PowerPoint tracking (MPPT) solar-charge controller, a display monitor, lead-acid batteries, and data loggers to record the electrical load profiles, PV output, battery state of charge, and temperature."
2365,What materials were provided in the Puerto Rico installations?,"For the Puerto Rico installations, a multi-prong extension cord, cell phone chargers, and 3 rechargeable LED lights were provided, all of which could be directly connected to the inverter."
2366,What did the self-administered questionnaire measure in Guatemala?,"The self-administered questionnaire measured respondent and household demographics and socio-economic status, “quality of life” (gauged by education, healthcare, leisure, community relations, labour/ occupation, and housework), current energy consumption, and predicted energy consumption."
2370,What language were the interviews conducted in?,The interviews were conducted in the interviewees' native language (Spanish).
2371,What topics were the initial interviews about?,"The initial interviews covered topics such as preparedness, damage, and recovery from the hurricane, use of electrically powered medical equipment and refrigerated medicine, how basic needs and health were impacted during and immediately after the storm, current use of power generators, and perception of solar panels."
2372,What criteria were used to select households for the study in Guatemala?,Households located in remote/rural regions without access to electricity and favourable regional solar propensity were selected for the study in Guatemala.
2373,What other information was gathered in the interviews conducted in Guatemala and Puerto Rico?,"The interviews in Guatemala and Puerto Rico included the household self-reported perceptions on the impact that the solar kits could do had on their livelihoods, as well as the self-reported use or intended use of electronic devices before and after the solar kit installations."
2374,What criteria were used to select households in Puerto Rico for the study?,Households that were not projected to have their grid connection restored in the immediate future and had a medical need that relied on at-home electricity were selected to participate in the study.
2375,Why were no households required to purchase the solar kits used in the study?,The solar kits were all provided through donor funding in order to eliminate the economic burden of participating in the study.
2376,What constitutes energy poverty?,"Energy poverty can be defined as the lack of access to reliable, efficient, affordable, and safe energy."
2377,Who is disproportionally likely to experience energy poverty?,"Low-income individuals, minoritized and underrepresented groups, and those who live in rural or remote areas are all disproportionally likely to experience energy poverty."
2378,What information was collected about the household participants in the study?,"Information collected included respondent age, household size, household income, and occupation."
2379,How does the Guatemala census measure poverty?,"According to Guatemala's 2,014 censuses, the country has a poverty rate of 59.3%, with nearly one in four individuals living in extreme poverty."
2380,What were the regional poverty rates found within the municipalities of the survey?,The regional poverty rates varied between 33.3 % and 66.3 % within the municipalities of the survey.
2381,What was the median income of the surveyed households?,The median income of the surveyed households was 57 GTQ/week (7.39 USD/week) per occupant.
2382,What was the duration of disruption in energy consumption due to Hurricane Maria?,The disruption in energy consumption due to Hurricane Maria was immediate.
2383,How much does a household in Cayuga spend approximately on generators annually?,"A household in Cayuga spends approximately 3,470 USD annually on generators."
2384,How can economic status be linked to energy access?,"Economic status is linked to energy access because studies show that access to energy is linked to poverty and human development, such that economically poor communities are usually the last to gain access to electricity in both initial electrification and disaster recovery context."
2385,What kind of populations are considered vulnerable?,"Vulnerable populations can include the economically disadvantaged as well as racial and ethnic minorities, children and elderly, and individuals with chronic health conditions or disabilities."
2386,What factors correlate with socio-economic development in Guatemala?,High birth rates and low life expectancies correlate with socio-economic development in Guatemala.
2387,What is the connection between energy poverty and vulnerable populations in Guatemala?,The connection between energy poverty and vulnerable populations in Guatemala is highlighted in Fig. 3.
2388,What does the census data reveal about the average household size in Guatemala?,The census data reveals that the average household size in Guatemala is approximately 5 people.
2389,What are the benefits of electricity access for children?,"The benefits of electricity access for children include the use of lighting for students doing homework after dark, as well as access to computers for completing learning assignments."
2392,In what regions were the households located in Guatemala and Puerto Rico?,The households in Guatemala and Puerto Rico were primarily located in rural (low population density) or remote (difficult to access) regions.
2393,What percentage of people without energy access are living in rural and remote areas?,"85% of those without energy access live in rural and remote regions (Pakiri et al., 2,012)."
2394,What percentage of surveyed households worked in the agricultural industry?,53% of surveyed households worked in the agricultural industry.
2395,What percentage of households participated in the study?,"81% of households participated in the study had access to electronic devices, namely cell phones."
2396,"What percentage of households in rural regions of San Juan Vacated´equal, Santa Maria de Jesus, La Camera, and Separate used to borrow electricity from neighbours, family members, or local community centres?","68% of households in rural regions of San Juan Vacated´equal, Santa Maria de Jesus, La Camera, and Separate used to borrow electricity from neighbours, family members, or local community centres."
2398,How far are the nearest electrical lines from the remote regions of Patron and Purely´a?,The nearest electrical lines are kilometres away from the remote regions of Patron and Purely´a.
2399,What methods are used to charge devices in remote regions where electricity is less obtainable?,"In remote regions where electricity is less obtainable, households rely on charging their devices via methods such as using vehicle batteries or a local generator, owned by neighbours or the community."
2400,What geographic factor contributed to energy recovery delays in Cayuga?,"Cayuga experienced energy recovery delays due to its geographic location within the Cordillera Central Mountain Line, where rough and steep terrain generally made the region difficult to access."
2401,What did a study conducted by the USGS reveal about land surveyed after Hurricane Maria?,"A study conducted by the USGS showed that of 90 % of land surveyed after Hurricane Maria, 39 % of the land had experienced landslides."
2402,What were some difficulties faced by people living in mountainous regions due to Hurricane Maria?,"People living in mountainous regions such as Cayuga experienced severe landslides, blocked roadways for three weeks, and difficulty accessing medical facilities due to debris and landslides from the hurricane."
2403,What were some of the ways that people in remote regions addressed their prolonged energy disruption?,People in remote regions addressed their prolonged energy disruption and pre-existing urgent energy needs by purchasing or borrowing generators.
2404,What percentage of households in Guatemala had access to electricity prior to the solar kit installation?,Only 4 (13%) of households interviewed had access to electricity through the use of generators.
2405,What type of appliances did some households in Guatemala own?,"81% of households owned cell phones, and 26% of households owned small appliances such as TV, radio, or cooking appliances."
2406,How many families in Puerto Rico reported using generators?,22 families in Puerto Rico reported using generators.
2407,What is the World Bank's multi-tier matrix of energy access for households in both Puerto Rico and Guatemala?,The World Bank's multi-tier matrix of energy access places households in both countries in Tier 0–1 (<100 W) for access to household electricity supply.
2408,How did the follow-up interviews in Puerto Rico access how households used their solar kits?,Follow-up interviews in Puerto Rico assessed how households used their solar kits by inquiring about each household's perceptions on how a lack of electricity was impacting their livelihoods.
2409,What quality of life indicators were assessed in Guatemala?,"In Guatemala, households ranked their satisfaction with several qualities of life indicators including leisure, education, healthcare, housework, occupation, and sustainable access to food and water."
2410,What type of appliances were investigated in the study?,"The study investigated small electronic devices, such as household appliances, generators, and other devices."
2411,How was the need for energy assessed in Guatemala and Puerto Rico?,The need for energy was assessed in both Guatemala and Puerto Rico by determining the expected and actual energy needs for everyday household appliances and devices.
2412,What types of electronic appliances do Guatemalan households own?,"Guatemalan households own television, radio, and cooking appliances."
2413,What are the primary uses that Guatemalan households intend to use their solar kits for?,"The primary uses that Guatemalan households intend to use their solar kits for are lighting (61 %), TV and radio (52 %), cooking appliances (39 %), cell phone charging (35 %), and refrigeration (29%)."
2414,How much energy can a 150 W solar kit generate daily?,A 150 W solar kit can generate around 450 WH/day.
2415,What kinds of appliances can a 150 W solar kit power?,"A 150 W solar kit can power several small appliances at a time (e.g., a cell phone, radio, or light which requires 5–12 WH/day) or one medium appliance at a time (e.g., a small TV or blender which requires 55–125 WH/day). It cannot power larger appliances such as a full-size refrigerator."
2416,What were the highest reported energy needs for households in Puerto Rico?,The highest reported energy needs were for powering at-home medical devices (72%) and refrigerating medicine (60%).
2417,How did households in Guatemala use the solar panels?,"All 3 households used the panels for lighting for housework, and 2 used them for TV, radio, and cell phone charging."
2418,How did the Puerto Rico and Guatemala communities compare in terms of their need for energy solutions?,Both communities in Puerto Rico and Guatemala shared a common need for energy solutions in powering household appliances and devices.
2419,How did solar kits impact the quality of life for interviewed households in both communities?,"Using solar kits to power appliances greatly impacted the quality of life for interviewed households, allowing them access to leisurely devices such as TVs and radios, charging cell phones, powering lighting, small refrigerators, and powering existing appliances."
2420,What is the total cost of the single solar kit used in Guatemala?,The total cost of the single solar kit used in Guatemala is $550.3.
2421,How much of the surveyed households average annual income does this solar cost represent?,The single solar kit used in Guatemala represents 27% of the surveyed households average annual income.
2422,What is the estimated up-front cost of a 1 kW generator?,"The estimated upfront cost of a 1 kW generator ranges from $300 – $1,500 USD."
2423,What is the mean cost of fuel per week for generators?,"The mean cost of fuel per week for generators is $66.73 ($3,470/year)."
2424,What can be done to reduce the time spent on travelling for individuals in rural or remote areas?,"One way to reduce the time spent on travelling for individuals in rural or remote areas is to increase energy access. This can enable increased productivity, which can in turn lead to higher household earnings."
2425,How can access to electricity improve health and healthcare in the two communities studied?,"Access to electricity can improve health and healthcare in the two communities studied by providing access to facilities such as improved medical diagnostics, better lighting, and increased heating and cooling capabilities."
2426,How can households reduce their expenses and waste?,"Households can reduce their expenses and waste by using less fuel, refrigerating food and medicine, powering at-home medical equipment, and reducing labor-intensive travel."
2427,What adverse health effects are associated with using fuel for lighting or cooking?,"Inhalation of smoke and particulate from fuel used for lighting or cooking can lead to about 4 million deaths per year, and can be especially harmful for people with asthma. Additionally, indoor air pollution can disproportionally affect children due to the increased time they spend indoors."
2428,What medical conditions were reported by the 25 interviewees in Puerto Rico?,"The 25 interviewees reported bedridden (N = 6), asthma (N = 9), diabetes (N = 11), sleep apnoea (N = 5), cancer (N = 2), and (N = 1) each for liver transplant."
2430,What is the system cost for Guatemala and Puerto Rico?,"The system cost for Guatemala is $550 and the system cost for Puerto Rico is $576-2,190."
2431,What is the average household income in Guatemala and Puerto Rico?,"The average household income in Guatemala is $2,031 and the average household income in Puerto Rico is $15,615."
2432,What did 15 households need to do in the absence of electricity?,15 households reported needing to travel daily to purchase ice for cooling medicine.
2433,How did the lack of electricity affect individuals with medical conditions?,"Without power for medical equipment, individuals experienced worsening conditions or needed to travel to medical clinics to receive their treatments."
2434,What is the range of required power loads for medical needs?,The required power loads for medical needs range 2-776 WH/day.
2435,How many households reported that the cost and time allocated for medical concerns increased after the hurricane?,10 households reported that the cost and time allocated for medical concerns increased after the hurricane.
2436,How did solar kits help households in Puerto Rico who were worried about increased sodium intake?,"Solar kits helped households in Puerto Rico by allowing them to refrigerate food, so they no longer needed to drive to town as frequently to get ice or fresh food, and were throwing out much less food. This resulted in decreased sodium intake for diabetic individuals."
2437,What kind of access to health information could lead to more people seeking medical care?,"Access to health information such as the ability to use smartphones, TV, and radio could lead to more people seeking medical care, as they may be more informed about their medical issues and the different treatment options accessible to them."
2438,How much power was required for refrigerators and blenders in Guatemala?,Refrigerators in Guatemala required 160-776 WH/day and blenders required 125 WH/day.
2439,What was the rating for food and water access in Guatemala?,"The rating for food and water access in Guatemala was 3.60 out of 5.LSO significantly impacted, with 58 % of individuals experiencing anxiety 67 % feeling depressed due to the unreliable power supply."
2442,How did the solar kit installation address healthcare concerns in Guatemala?,"The installation of the solar kit was reported to improve healthcare concerns by providing access to electricity which positively impacted mental well-being by alleviating stress, anxiety, and depression, as well as reducing food waste, travel for fresh food, and their dependence on preserved foods."
2443,How did the solar kit help to improve safety and perceptions of safety for households and the community?,"The solar kit provided fundamental energy services of lighting and reducing the use of diesel fuels, dramatically improving the safety or perceptions of safety for households and the community."
2444,What primary sources of nighttime lighting do most households in Guatemala use?,Most households in Guatemala primarily use candles and diesel lanterns for lighting after dark.
2445,How much energy do households in Guatemala typically consume for recharging when using their solar kits?,"Households in Guatemala typically consume a miniscule amount of energy for recharging when using their solar kits, between 5 and 10 WH/day."
2446,How has solar lighting improved the perception of safety in households?,"Solar lighting has improved the perception of safety in households as shown in a study conducted in 2,013 by POWER in Haiti, where 91 % of participants reported feeling very safe walking around their homes after sunset compared to 64 % who did not feel safe before the installation."
2447,How can solar lighting potentially prevent gender-based violence?,"Solar lighting can potentially prevent gender-based violence as it eliminates the need for members of the household to travel and spend hours finding and collecting fuel, which is often done by women."
2448,What is the estimated probability of fire accidents reducing by solar lamps?,Replacing candles with solar lamps is estimated to reduce the probability of fire by 70 % and of burn injuries by 80 %.
2449,What is one of the most common causes of child poisoning in South Asian and African countries?,Accidental kerosene ingestion is one of the most common causes of child poisoning in many South Asian and African countries.
2450,What was the primary lighting source before the solar kits in Guatemala?,The primary lighting source before the solar kits in Guatemala was candles and diesel lanterns.
2451,How did the solar kits help to reduce risks in both Guatemala and Puerto Rico?,"The solar kits helped to reduce risks in both Guatemala and Puerto Rico by providing essential lighting and reducing reliance on traditional fuels, thus mitigating the risk of fire accidents, burns, accidental ingestion, or electric shock."
2454,What effects can increase educational opportunities have in Puerto Rico?,"Increased educational opportunities in Puerto Rico can help households return to normalcy and bridge the education gap between on-grid and off-grid students. Additionally, improvements in education have been positively correlated with economic mobility."
2455,How have developing countries fared in terms of intergenerational education enrolment and economic mobility?,Developing countries have lagged behind high-income countries when it comes to intergenerational education enrolment and economic mobility. This effect can be even more pronounced in the case of post-disaster recovery.
